id,title,description,dcat_ap_id,dcat_ap_title,en_iso_19115_id,en_iso_19115_title,inspire_id,inspire_title
Nahversorgung Supermarkt/Discounter,Nahversorgung Supermarkt/Discounter,,REGI,Regions and cities,society,Society,PF,Production and industrial facilities
Bevölkerung – Altersstruktur,Bevölkerung – Altersstruktur,,SOCI,Population and society,society,Society,PD,Population distribution — demography
(SDG 8) Langzeitarbeitslosenquote,(SDG 8) Langzeitarbeitslosenquote,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Fläche,Fläche,,REGI,Regions and cities,location,Location,AM,Area management/restriction/regulation zones and reporting units
Prognostizierte Bevölkerungsentwicklung (2022-2045),Prognostizierte Bevölkerungsentwicklung (2022-2045),,SOCI,Population and society,society,Society,PD,Population distribution — demography
Gebäude nach Baujahr in MZ-Klassen Gebäude insgesamt,Gebäude nach Baujahr in MZ-Klassen Gebäude insgesamt,,SOCI,Population and society,structure,Structure,BU,Buildings
Jobcenter,Jobcenter,,SOCI,Population and society,society,Society,US,Utility and governmental services
Krankenhäuser der Basisnotfallversorgung,Krankenhäuser der Basisnotfallversorgung,,HEAL,Health,health,Health,HH,Human health and safety
Anteil jüngere Arbeitslose,Anteil jüngere Arbeitslose,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Bandbreitenverfügbarkeit mindestens 1.000 Mbit/s,Bandbreitenverfügbarkeit mindestens 1.000 Mbit/s,,TECH,Science and technology,utilitiesCommunication,Utilities / Communication,US,Utility and governmental services
Staatsangehörigkeit Bevölkerung insgesamt,Staatsangehörigkeit Bevölkerung insgesamt,,SOCI,Population and society,society,Society,PD,Population distribution — demography
(SDG 11) Flächennutzungsintensität,(SDG 11) Flächennutzungsintensität,,ENVI,Environment,environment,Environment,AM,Area management/restriction/regulation zones and reporting units
Staatsangehörigkeit Gruppen Sonstiges Europa,Staatsangehörigkeit Gruppen Sonstiges Europa,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Krankenhäuser mit Versorgung für akute Herzerkrankungen,Krankenhäuser mit Versorgung für akute Herzerkrankungen,,HEAL,Health,health,Health,HH,Human health and safety
Alter in 10er Jahresgruppen 70 bis 79,Alter in 10er Jahresgruppen 70 bis 79,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Prognostizierte Bevölkerungsentwicklung (2022-2035),Prognostizierte Bevölkerungsentwicklung (2022-2035),,SOCI,Population and society,society,Society,PD,Population distribution — demography
Bevölkerung,Bevölkerung,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Sozialleistungen,Sozialleistungen,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Arbeitsplatzzentralität,Arbeitsplatzzentralität,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Erwerbstätige Sekundärer Sektor,Erwerbstätige Sekundärer Sektor,,ECON,Economy and finance,economy,Farming,PD,Population distribution — demography
Erreichbarkeit Flughäfen,Erreichbarkeit Flughäfen,,TRAN,Transport,transportation,Transportation,TN,Transport networks
Gebäude nach Anzahl der Wohnungen 13 und mehr Wohnungen,Gebäude nach Anzahl der Wohnungen 13 und mehr Wohnungen,,SOCI,Population and society,society,Society,BU,Buildings
Entfernung zum Hausarzt,Entfernung zum Hausarzt,,HEAL,Health,health,Health,HH,Human health and safety
Nicht öffentliche Bäder,Nicht öffentliche Bäder,,SOCI,Population and society,society,Society,US,Utility and governmental services
Medianeinkommen 55 bis unter 65-Jährige,Medianeinkommen 55 bis unter 65-Jährige,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Arbeitsmarktverwaltungseinrichtungen,Arbeitsmarktverwaltungseinrichtungen,,SOCI,Population and society,society,Society,SU,Statistical units
Beschäftigte am AO mit akademischem Berufsabschluss,Beschäftigte am AO mit akademischem Berufsabschluss,,EDUC,"Education, culture and sport",society,Society,PD,Population distribution — demography
Verbraucherinsolvenzverfahren,Verbraucherinsolvenzverfahren,,ECON,Economy and finance,economy,Farming,PF,Production and industrial facilities
Offene Stellen mit Anforderungsniveau Experte,Offene Stellen mit Anforderungsniveau Experte,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Kaufkraft,Kaufkraft,,ECON,Economy and finance,economy,Farming,PD,Population distribution — demography
Wohnung Gebäudetyp Größe Mehrfamilienhaus 13 und mehr Wohnungen,Wohnung Gebäudetyp Größe Mehrfamilienhaus 13 und mehr Wohnungen,,SOCI,Population and society,society,Society,BU,Buildings
(SDG 10) Einbürgerungen,(SDG 10) Einbürgerungen,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Bundestagswahl Erststimme NPD,Bundestagswahl Erststimme NPD,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Bruttowertschöpfung je Erwerbstätigen,Bruttowertschöpfung je Erwerbstätigen,,ECON,Economy and finance,economy,Farming,PD,Population distribution — demography
Siedlungsdichte in km²,Siedlungsdichte in km²,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Integrative Kindertageseinrichtungen,Integrative Kindertageseinrichtungen,,SOCI,Population and society,society,Society,US,Utility and governmental services
Bundestagswahl Zweitstimme GRÜNE/B90,Bundestagswahl Zweitstimme GRÜNE/B90,,GOVE,Government and public sector,society,Society,PD,Population distribution — demography
ÖV-Abfahrten,ÖV-Abfahrten,,TRAN,Transport,transportation,Transportation,TN,Transport networks
Fortzugsrate,Fortzugsrate,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Typ private Haushalte Lebensform Mehrpersonenhaushalte ohne Kernfamilie,Typ private Haushalte Lebensform Mehrpersonenhaushalte ohne Kernfamilie,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Einbürgerungen je Ausländer,Einbürgerungen je Ausländer,,SOCI,Population and society,society,Society,PD,Population distribution — demography
(SDG 4) Schulabbrecherquote,(SDG 4) Schulabbrecherquote,,EDUC,"Education, culture and sport",society,Society,SU,Statistical units
Einzelhandelsrelevante Kaufkraft,Einzelhandelsrelevante Kaufkraft,,ECON,Economy and finance,economy,Farming,PD,Population distribution — demography
Bundestagswahlen,Bundestagswahlen,,GOVE,Government and public sector,society,Society,AU,Administrative units
Erreichbarkeit von IC/EC/ICE-Bahnhöfen,Erreichbarkeit von IC/EC/ICE-Bahnhöfen,,TRAN,Transport,transportation,Transportation,TN,Transport networks
Erreichbarkeit von Autobahnen,Erreichbarkeit von Autobahnen,,TRAN,Transport,transportation,Transportation,TN,Transport networks
"Einwohner von 25 bis unter 30 Jahren, Frauen","Einwohner von 25 bis unter 30 Jahren, Frauen",,SOCI,Population and society,society,Society,PD,Population distribution — demography
Ausländische Arbeitslose,Ausländische Arbeitslose,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Personal in Pflegediensten,Personal in Pflegediensten,,HEAL,Health,health,Health,HH,Human health and safety
Offene Stellen mit Anforderungsniveau Fachkraft,Offene Stellen mit Anforderungsniveau Fachkraft,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Bundestagswahl Erststimme Parteilos 2,Bundestagswahl Erststimme Parteilos 2,,GOVE,Government and public sector,society,Society,AU,Administrative units
Wohnfläche,Wohnfläche,,SOCI,Population and society,society,Society,BU,Buildings
Krankenhäuser mit Schwerverletztenversorgung,Krankenhäuser mit Schwerverletztenversorgung,,HEAL,Health,health,Health,BU,Buildings
Typ der Kernfamilie  nach Kindern Ehepaar und min. ein Kind unter 18,Typ der Kernfamilie  nach Kindern Ehepaar und min. ein Kind unter 18,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),,SOCI,Population and society,society,Society,PD,Population distribution — demography
Bruttowertschöpfung je Erwerbstätigen Tertiärer Sektor,Bruttowertschöpfung je Erwerbstätigen Tertiärer Sektor,,ECON,Economy and finance,economy,Farming,PD,Population distribution — demography
Typ der Kernfamilie  nach Kindern Eingetragene Lebenspartnerschaft und Kinder ab 18,Typ der Kernfamilie  nach Kindern Eingetragene Lebenspartnerschaft und Kinder ab 18,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Anteil männliche ältere Arbeitslose,Anteil männliche ältere Arbeitslose,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Alter infr Bevölkerung insgesamt,Alter infr Bevölkerung insgesamt,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Baugenehmigungen für Wohnungenje Einwohner,Baugenehmigungen für Wohnungenje Einwohner,,REGI,Regions and cities,planningCadastre,Planning / Cadastre,BU,Buildings
Heizungsart Einzel- / Mehrraumöfen,Heizungsart Einzel- / Mehrraumöfen,,ENER,Energy,utilitiesCommunication,Utilities / Communication,ER,Energy resources
Bundestagswahl Erststimme Parteilos,Bundestagswahl Erststimme Parteilos,,SOCI,Population and society,society,Society,PD,Population distribution — demography
hochfrequentierte ÖV-Haltestellen,hochfrequentierte ÖV-Haltestellen,,TRAN,Transport,transportation,Transportation,TN,Transport networks
Alter in 10er Jahresgruppen 40 bis 49,Alter in 10er Jahresgruppen 40 bis 49,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Große Bedarfsgemeinschaften,Große Bedarfsgemeinschaften,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Erreichbarkeit Autobahnen,Erreichbarkeit Autobahnen,,TRAN,Transport,transportation,Transportation,TN,Transport networks
Bruttoinlandsprodukt je Einwohner,Bruttoinlandsprodukt je Einwohner,,ECON,Economy and finance,economy,Farming,SU,Statistical units
Binnenwanderungssaldo Männer,Binnenwanderungssaldo Männer,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Ein- und Zweiraumwohnungen,Ein- und Zweiraumwohnungen,,SOCI,Population and society,society,Society,BU,Buildings
Internisten,Internisten,,HEAL,Health,health,Health,HH,Human health and safety
Arbeitslose ohne Ausbildung,Arbeitslose ohne Ausbildung,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Männliche Empfänger von Grundsicherung im Alter (Altersarmut),Männliche Empfänger von Grundsicherung im Alter (Altersarmut),,SOCI,Population and society,society,Society,PD,Population distribution — demography
"Zahl der Staatsangehörigkeiten mehrere, deutsch und ausländisch","Zahl der Staatsangehörigkeiten mehrere, deutsch und ausländisch",,SOCI,Population and society,society,Society,PD,Population distribution — demography
(SDG 11) Pkw-Dichte,(SDG 11) Pkw-Dichte,,TRAN,Transport,transportation,Transportation,TN,Transport networks
Pädagogisches Personal in Tageseinrichtungen,Pädagogisches Personal in Tageseinrichtungen,,EDUC,"Education, culture and sport",society,Society,US,Utility and governmental services
Bundestagswahl Erststimme EINFACH MACHEN,Bundestagswahl Erststimme EINFACH MACHEN,,GOVE,Government and public sector,society,Society,AM,Area management/restriction/regulation zones and reporting units
Erreichbarkeit von IC-/EC-/ICE-Bahnhöfen,Erreichbarkeit von IC-/EC-/ICE-Bahnhöfen,,TRAN,Transport,transportation,Transportation,TN,Transport networks
Beschäftigtenquote,Beschäftigtenquote,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Krankenhäuser insgesamt,Krankenhäuser insgesamt,,HEAL,Health,health,Health,HH,Human health and safety
Schulabgänger ohne Abschluss,Schulabgänger ohne Abschluss,,EDUC,"Education, culture and sport",society,Society,PD,Population distribution — demography
Hochschulförderung (kurzfristig),Hochschulförderung (kurzfristig),,EDUC,"Education, culture and sport",society,Society,US,Utility and governmental services
Organischer Abfall,Organischer Abfall,,ENVI,Environment,environment,Environment,AM,Area management/restriction/regulation zones and reporting units
Trockenheitsindex,Trockenheitsindex,,ENVI,Environment,climatologyMeteorologyAtmosphere,Climatology / Meteorology / Atmosphere,AC-MF,Atmospheric Conditions and meteorological geographical features
Staatsangehörigkeit Ausland / Sonstige,Staatsangehörigkeit Ausland / Sonstige,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Bundestagswahl Erststimme EW 11,Bundestagswahl Erststimme EW 11,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Erwerbswanderer,Erwerbswanderer,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Nahversorgung Apotheke,Nahversorgung Apotheke,,HEAL,Health,health,Health,HH,Human health and safety
Stimmenanteile FDP,Stimmenanteile FDP,,GOVE,Government and public sector,society,Society,PD,Population distribution — demography
Neubauwohnungen je Einwohner,Neubauwohnungen je Einwohner,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Fläche der Wohnung 10m2 Intervalle 80 bis 89,Fläche der Wohnung 10m2 Intervalle 80 bis 89,,SOCI,Population and society,society,Society,SU,Statistical units
Medianeinkommen 25 bis unter 55-Jährige,Medianeinkommen 25 bis unter 55-Jährige,,ECON,Economy and finance,economy,Farming,PD,Population distribution — demography
